device,hour,day,temperature,humidity,power,duration,energy
EV Charger,6,29,27.8,42.01,51.5047,2.1842,0.112497
Wearable Device,1,13,21.1,60.67,0.2871,2.2139,0.000636
Smart Lighting,23,4,31.65,71.09,7.9142,0.8869,0.007019
Smart Meter,4,5,16.09,48.77,1.9175,1.1162,0.00214
EV Charger,6,26,23.81,64.05,53.3754,2.728,0.145608
Edge Gateway,3,22,27.65,68.95,24.2359,2.4973,0.060524
Agricultural Sensor,4,4,18.99,69.78,4.0521,1.1299,0.004578
Health Monitor,23,31,41.59,23.64,1.0614,1.7773,0.001886
Smart Thermostat,0,18,20.65,80.18,3.0399,0.2849,0.000866
Health Monitor,0,6,18.52,52.08,0.6503,0.7496,0.000487
Edge Gateway,14,31,20.5,38.37,21.9589,3.988,0.087572
Health Monitor,19,24,35.76,36.92,0.7657,0.8292,0.000635
Smart Meter,18,31,26.49,53.81,1.6302,6.8123,0.011105
Wearable Device,9,24,30.27,82.08,0.3833,5.8222,0.002232
Smart Thermostat,17,23,15.57,46.48,1.8033,7.6047,0.013714
Industrial Sensor,2,22,15.93,72.48,8.9717,2.2814,0.020468
Edge Gateway,10,2,27.04,26.78,22.749,7.5792,0.172419
Smart Camera,14,31,37.05,53.32,7.7289,4.5306,0.035017
Industrial Sensor,10,23,38.9,89.42,11.2509,4.8917,0.055036
Health Monitor,16,11,17.34,73.93,0.9306,7.8681,0.007322
Edge Gateway,16,28,29.54,34.74,27.4063,5.2228,0.143138
Smart Lighting,5,14,39.66,55.1,4.7843,0.1873,0.000896
Smart Camera,4,30,25.48,36.35,8.4566,2.3772,0.020103
Smart Thermostat,7,5,37.4,48.67,2.6037,2.9513,0.007684
Agricultural Sensor,1,6,18.61,74.61,2.4958,2.604,0.006499
Smart Lighting,15,10,40.26,73.99,7.3592,4.7623,0.035047
Industrial Sensor,19,8,35.29,35.97,14.5674,5.4533,0.07944
Wearable Device,23,14,40.42,84.56,0.3768,3.219,0.001213
Smart Meter,11,24,33.27,61.48,2.1931,0.8662,0.0019
Agricultural Sensor,5,3,24.81,46.59,2.3618,2.1985,0.005192
Smart Lighting,0,12,40.33,55.14,8.4233,0.9855,0.008301
Wearable Device,3,16,22.44,62.35,0.3612,2.1127,0.000763
Wearable Device,16,28,23.97,59.19,0.3799,4.9502,0.001881
Edge Gateway,12,30,33.92,54.05,19.5466,1.3623,0.026628
Smart Lighting,17,23,35.66,55.35,8.163,1.7833,0.014557
Smart Thermostat,4,17,40.09,32.35,3.2765,2.0543,0.006731
Health Monitor,23,1,20.53,76.89,0.9644,0.4952,0.000478
Smart Camera,23,23,36.55,57.92,7.1436,0.928,0.006629
Smart Camera,2,31,34.94,29.18,10.4947,2.7294,0.028644
Industrial Sensor,10,31,16.72,73.63,15.014,2.734,0.041048
Industrial Sensor,12,10,25.46,85.27,13.7092,4.0057,0.054915
Smart Camera,3,25,22.63,86.31,9.0356,3.064,0.027685
Smart Thermostat,13,23,23.22,45.83,3.2147,1.9445,0.006251
Smart Meter,21,10,41.54,29.49,1.9522,3.228,0.006302
EV Charger,10,21,32.35,56.29,51.0169,4.941,0.252075
Health Monitor,9,24,34.38,27.88,0.8551,6.1172,0.005231
Smart Meter,18,2,41.37,85.38,2.5151,7.2731,0.018293
Edge Gateway,17,9,25.18,32.85,19.6108,7.3822,0.144771
EV Charger,5,22,36.65,37.69,49.3251,2.5442,0.125493
EV Charger,14,13,26.73,48.46,51.9656,1.9538,0.10153
Smart Lighting,20,25,38.48,46.82,7.736,0.346,0.002677
Smart Thermostat,9,16,19.88,75.63,2.6379,3.1818,0.008393
Smart Thermostat,4,18,40.59,51.94,3.4422,0.5373,0.001849
EV Charger,4,19,20.91,31.95,57.0857,2.3348,0.133284
Smart Lighting,9,12,23.81,38.7,4.6324,5.3729,0.024889
Health Monitor,4,8,35.42,55.64,0.8226,0.229,0.000188
EV Charger,2,17,25.63,30.32,33.976,2.7336,0.092877
Agricultural Sensor,22,15,31.42,62.82,3.0843,2.1151,0.006524
Industrial Sensor,5,10,27.0,59.6,12.8011,1.4558,0.018636
Industrial Sensor,3,15,35.04,70.03,16.1054,2.2007,0.035443
Smart Meter,17,15,21.16,85.64,2.1868,3.5424,0.007747
Edge Gateway,8,31,16.58,83.86,19.4827,3.6362,0.070843
Industrial Sensor,16,23,23.1,86.23,9.4329,0.6685,0.006306
Wearable Device,12,7,27.81,37.13,0.3308,3.3214,0.001099
Smart Meter,14,13,19.54,29.21,1.8433,6.1923,0.011414
Industrial Sensor,19,17,24.58,41.16,10.7312,7.3799,0.079195
Edge Gateway,16,9,25.8,82.66,31.8871,3.4166,0.108945
Smart Thermostat,12,8,16.55,88.04,3.0791,3.4963,0.010765
Smart Thermostat,15,20,30.75,80.15,2.513,5.7008,0.014326
Health Monitor,21,26,38.88,27.7,1.0832,7.5979,0.00823
EV Charger,3,27,19.1,86.32,42.1534,0.9339,0.039367
Agricultural Sensor,4,21,31.14,49.64,3.8746,1.4809,0.005738
Smart Thermostat,4,18,32.95,20.65,2.653,2.6053,0.006912
Smart Lighting,8,13,26.32,50.97,4.8998,4.9666,0.024335
Industrial Sensor,16,16,33.93,23.22,16.1461,1.0236,0.016527
Smart Lighting,12,9,26.09,58.07,6.0762,5.1091,0.031044
Edge Gateway,1,31,28.63,43.7,29.8611,0.6801,0.020309
Smart Thermostat,12,12,15.2,53.14,2.2705,4.1807,0.009492
Agricultural Sensor,21,12,33.68,62.92,2.5054,4.3299,0.010848
Edge Gateway,20,6,32.86,80.82,20.7502,7.072,0.146745
Wearable Device,22,19,16.04,66.33,0.2955,3.8037,0.001124
Wearable Device,18,28,24.94,50.38,0.3439,2.3576,0.000811
Smart Lighting,2,7,41.43,77.36,6.0881,0.8199,0.004992
EV Charger,9,25,26.36,83.39,52.0975,7.0566,0.367631
Smart Meter,1,3,28.55,28.38,2.1103,0.6304,0.00133
EV Charger,12,16,39.57,57.24,55.8082,3.5144,0.196132
Health Monitor,18,18,34.37,39.92,0.8631,1.6287,0.001406
EV Charger,16,16,30.72,23.29,59.2469,6.2591,0.370832
Health Monitor,20,23,36.54,66.8,0.8705,3.8975,0.003393
Health Monitor,13,7,38.34,80.39,0.8583,2.924,0.00251
Agricultural Sensor,11,4,27.34,31.4,2.7736,3.0027,0.008328
Smart Thermostat,20,27,27.83,76.87,2.3345,6.8825,0.016067
Agricultural Sensor,11,25,25.42,79.74,2.4493,4.5248,0.011083
Health Monitor,10,30,41.1,84.0,0.9633,5.8212,0.005608
Edge Gateway,6,8,33.82,38.57,23.1321,2.9246,0.067652
Wearable Device,3,13,17.25,83.28,0.2647,2.9395,0.000778
Health Monitor,18,13,38.3,42.45,1.0199,2.7452,0.0028
Agricultural Sensor,0,17,27.98,58.66,3.028,3.0997,0.009386
Edge Gateway,23,17,16.86,23.54,21.1362,0.1686,0.003564
Agricultural Sensor,2,5,29.84,23.07,2.7497,1.2808,0.003522
EV Charger,12,6,26.26,70.43,54.1955,7.2268,0.39166
Industrial Sensor,14,19,38.7,51.11,10.4653,2.3196,0.024275
Smart Lighting,1,13,20.51,37.94,5.9038,0.9529,0.005626
Smart Meter,10,25,37.31,33.33,1.9858,2.5407,0.005045
Agricultural Sensor,3,28,30.06,66.9,3.7581,2.0249,0.00761
Smart Meter,18,26,16.47,20.03,1.9167,3.6128,0.006925
Smart Camera,16,14,41.24,76.41,11.2054,5.8912,0.066013
Agricultural Sensor,2,31,28.84,25.55,2.4964,2.9179,0.007284
Industrial Sensor,17,22,22.85,33.4,10.8477,5.4762,0.059404
Smart Meter,7,4,27.67,47.04,1.6498,0.7361,0.001214
Health Monitor,21,28,38.16,53.94,0.7041,7.5182,0.005294
Agricultural Sensor,23,7,23.23,44.85,2.8847,0.9258,0.002671
Smart Thermostat,18,8,20.2,42.45,2.2484,1.3342,0.003
Smart Lighting,4,25,18.48,87.47,6.0752,0.3743,0.002274
Industrial Sensor,6,13,23.04,64.91,13.437,1.8703,0.025131
Smart Meter,20,27,36.06,21.64,1.8326,1.0487,0.001922
Industrial Sensor,7,6,27.73,50.11,14.161,0.5285,0.007484
Edge Gateway,4,31,21.14,81.25,22.9764,1.0381,0.023852
Smart Lighting,16,6,19.49,41.1,5.3091,2.3751,0.01261
Health Monitor,4,24,23.98,26.62,0.8425,1.9994,0.001684
Agricultural Sensor,3,28,40.38,73.09,2.5969,2.6709,0.006936
Agricultural Sensor,21,21,24.26,62.42,2.5055,6.1647,0.015446
Agricultural Sensor,18,30,41.68,59.92,3.4216,2.2236,0.007608
Smart Lighting,20,3,28.1,23.75,7.8984,2.088,0.016492
Smart Thermostat,1,28,19.84,29.83,2.8366,3.1419,0.008912
Smart Camera,10,3,39.06,63.58,7.2018,0.2151,0.001549
Wearable Device,21,13,27.43,34.55,0.3763,7.0998,0.002672
EV Charger,12,22,34.16,55.28,55.1706,1.7279,0.095329
Smart Meter,14,2,41.56,58.14,2.1461,7.6335,0.016382
Smart Thermostat,11,16,16.35,39.85,2.9245,2.8542,0.008347
Health Monitor,21,22,17.61,86.39,0.7527,3.6288,0.002731
Smart Meter,20,29,34.45,78.97,1.6405,5.7363,0.00941
Agricultural Sensor,21,6,22.61,70.57,3.2919,4.7926,0.015777
Industrial Sensor,10,8,19.98,25.46,12.4323,2.6617,0.033091
Health Monitor,6,23,16.06,27.43,0.8072,1.8401,0.001485
Smart Meter,4,8,15.59,54.49,1.8386,2.399,0.004411
Agricultural Sensor,16,30,35.91,31.25,4.3885,0.4844,0.002126
Smart Meter,23,25,18.63,88.48,2.2155,0.1254,0.000278
Industrial Sensor,19,6,27.63,31.1,15.2768,3.7687,0.057574
Agricultural Sensor,8,14,31.36,54.12,4.0049,1.1915,0.004772
Smart Camera,13,3,26.57,45.49,11.1065,5.3983,0.059956
Smart Thermostat,11,10,15.73,64.76,1.8986,1.841,0.003495
Edge Gateway,5,3,36.15,29.03,23.653,1.4578,0.034481
EV Charger,16,27,15.28,50.12,44.1199,1.7116,0.075516
Smart Lighting,18,12,35.57,39.23,7.8332,4.483,0.035116
EV Charger,18,17,39.12,82.14,50.0243,1.0668,0.053366
Health Monitor,15,27,26.69,22.84,0.9528,0.3325,0.000317
EV Charger,11,31,29.46,83.96,37.7757,0.5539,0.020924
Agricultural Sensor,11,29,27.88,78.31,2.8829,7.6886,0.022165
Smart Camera,19,31,25.51,40.83,9.9812,1.2741,0.012717
Edge Gateway,5,5,38.96,75.25,22.3839,2.3288,0.052128
Smart Thermostat,22,30,39.14,22.18,2.5358,0.6866,0.001741
Smart Thermostat,3,20,24.07,87.68,2.2276,0.4318,0.000962
Industrial Sensor,5,25,31.61,56.86,11.7269,1.698,0.019912
Smart Lighting,10,31,40.03,41.23,7.474,3.8225,0.028569
Smart Meter,0,9,40.98,45.38,1.8607,3.097,0.005763
Smart Camera,23,31,28.74,24.65,9.2409,3.0757,0.028422
Smart Meter,22,30,27.23,89.25,1.4523,6.3089,0.009162
Edge Gateway,14,21,22.52,22.75,29.9807,4.9066,0.147103
EV Charger,10,26,40.89,65.84,46.5558,3.7442,0.174314
Smart Thermostat,18,20,18.86,50.99,2.7177,2.9638,0.008055
Edge Gateway,17,7,30.66,86.42,30.0249,7.632,0.22915
EV Charger,16,31,22.63,37.22,38.3527,4.913,0.188427
Smart Thermostat,18,22,22.53,57.25,3.1144,4.7247,0.014715
EV Charger,20,4,25.93,53.76,49.8665,1.982,0.098835
Smart Lighting,13,13,41.97,69.2,6.4655,0.5189,0.003355
Smart Camera,17,13,16.48,24.76,6.8841,7.617,0.052436
Health Monitor,18,31,30.62,33.57,1.0661,2.6285,0.002802
Edge Gateway,14,10,17.23,35.02,28.4564,3.6465,0.103766
Edge Gateway,14,18,19.17,71.67,20.9048,1.0557,0.022069
Wearable Device,3,17,26.87,33.24,0.2842,2.7347,0.000777
Agricultural Sensor,6,20,28.78,60.14,3.97,0.1773,0.000704
Smart Lighting,12,20,21.99,35.07,6.794,6.7385,0.045781
Smart Lighting,2,13,23.54,80.31,7.095,0.5333,0.003784
Smart Meter,15,17,17.35,85.95,1.7292,7.1539,0.012371
EV Charger,8,22,23.19,56.29,51.8179,5.9152,0.306513
Agricultural Sensor,7,4,41.1,44.66,3.3479,0.6104,0.002044
Smart Camera,19,1,40.51,36.38,7.9186,4.62,0.036584
Smart Camera,12,1,24.04,23.48,9.4115,2.62,0.024658
Smart Lighting,16,15,30.41,38.8,8.1102,1.558,0.012636
Smart Camera,16,13,39.56,65.8,8.4191,6.9375,0.058408
Wearable Device,16,17,15.17,57.35,0.2882,3.3378,0.000962
Edge Gateway,0,24,36.89,86.08,30.1428,1.3494,0.040675
Industrial Sensor,7,26,40.61,47.74,13.7121,0.6268,0.008595
Health Monitor,18,8,17.47,68.57,0.9519,3.1762,0.003023
Smart Meter,5,18,19.36,54.25,2.0788,2.8443,0.005913
EV Charger,2,27,40.94,55.88,37.6095,1.2375,0.046542
Health Monitor,4,13,29.51,38.74,1.0874,3.0971,0.003368
EV Charger,12,23,15.38,51.85,50.6534,7.6258,0.386273
Smart Thermostat,14,14,21.96,52.95,3.0751,1.2947,0.003981
Health Monitor,13,8,27.15,69.46,0.9087,1.5508,0.001409
Industrial Sensor,22,8,33.71,85.84,15.5982,6.9651,0.108643
Smart Lighting,15,27,34.8,43.05,5.0713,3.2528,0.016496
Wearable Device,17,26,41.88,22.95,0.3076,0.1846,5.7e-05
Edge Gateway,21,15,22.76,54.74,31.0606,2.3136,0.071862
Edge Gateway,21,27,29.53,58.11,21.9414,4.8713,0.106883
Wearable Device,10,13,29.4,31.79,0.2408,6.4642,0.001557
Agricultural Sensor,2,7,25.95,73.23,3.8731,0.5115,0.001981
Smart Thermostat,21,5,19.57,88.95,2.9964,1.0233,0.003066
EV Charger,9,17,41.39,86.2,40.6952,7.4345,0.302548
Industrial Sensor,9,28,38.04,33.8,15.9119,6.0841,0.09681
Smart Camera,20,25,28.45,81.28,9.8997,4.8093,0.047611
Health Monitor,15,29,31.29,69.31,0.8636,6.2266,0.005377
Smart Thermostat,11,16,21.14,51.77,3.0133,3.5379,0.010661
Health Monitor,1,23,29.68,57.84,0.808,2.4867,0.002009
Industrial Sensor,8,2,33.76,79.47,10.6962,3.0872,0.033021
Smart Meter,23,22,28.91,53.61,1.6652,0.8613,0.001434
Smart Meter,2,18,41.74,46.12,2.0258,2.3937,0.004849
Smart Thermostat,23,31,31.51,54.53,2.7189,1.4162,0.003851
Smart Lighting,14,17,25.02,60.54,7.2898,7.9029,0.057611
Industrial Sensor,2,30,35.85,33.24,15.2746,1.1944,0.018244
Industrial Sensor,18,7,19.6,83.06,12.632,7.4316,0.093876
Wearable Device,17,13,25.38,67.19,0.3608,7.5204,0.002713
Smart Lighting,7,18,24.37,64.33,5.0962,0.8543,0.004354
EV Charger,16,29,26.66,26.96,34.8666,6.4559,0.225095
EV Charger,7,14,36.11,62.29,59.6632,1.4585,0.087019
Smart Camera,6,30,28.07,28.47,6.7627,2.9894,0.020216
Edge Gateway,6,18,36.44,25.51,23.3977,1.5124,0.035387
Smart Meter,2,13,30.57,56.91,2.1279,2.442,0.005196
EV Charger,0,11,24.24,48.19,43.9628,1.5656,0.068828
Smart Lighting,3,21,36.87,61.22,7.9942,0.8099,0.006475
Industrial Sensor,4,30,21.43,26.25,10.7793,0.7199,0.00776
EV Charger,0,21,21.06,50.17,32.8883,1.4344,0.047175
Industrial Sensor,14,16,28.62,32.24,11.1993,6.1184,0.068522
EV Charger,4,23,22.04,89.1,47.8872,2.002,0.09587
Smart Meter,12,17,15.25,59.28,1.6441,5.5902,0.009191
Health Monitor,7,8,32.5,68.12,0.876,0.9822,0.00086
EV Charger,7,19,28.8,42.78,57.6478,1.6113,0.092888
Smart Lighting,4,20,27.03,26.63,7.7472,0.2303,0.001784
EV Charger,8,15,41.11,88.31,43.6143,6.6085,0.288225
Edge Gateway,0,9,30.42,40.04,25.9929,3.2181,0.083648
Smart Meter,3,20,38.31,49.67,2.0432,1.3757,0.002811
Smart Lighting,2,10,18.77,65.49,7.5514,0.1246,0.000941
Wearable Device,1,12,30.37,21.73,0.4095,0.6265,0.000257
Smart Lighting,7,31,38.44,76.72,5.6266,2.152,0.012108
Edge Gateway,22,21,30.74,57.56,30.061,4.9854,0.149866
Health Monitor,8,23,34.39,39.48,0.8064,6.3741,0.00514
Smart Meter,1,20,25.05,24.31,1.3387,0.8923,0.001195
Wearable Device,13,30,17.5,31.37,0.2148,6.1827,0.001328
Edge Gateway,13,1,27.36,82.65,25.5764,5.5851,0.142847
Edge Gateway,3,25,25.65,68.02,25.7686,1.1101,0.028606
Smart Thermostat,5,20,38.41,37.49,2.0082,1.8137,0.003642
Smart Meter,10,9,21.59,24.59,2.0248,1.3135,0.00266
Smart Lighting,2,22,41.1,68.34,5.9225,1.5201,0.009003
Industrial Sensor,7,15,40.87,60.07,13.8698,2.8746,0.03987
Health Monitor,2,1,21.69,48.32,0.721,1.421,0.001025
Industrial Sensor,13,12,24.4,45.45,10.0197,6.7826,0.06796
Smart Lighting,12,3,39.18,35.18,6.2993,4.813,0.030319
Smart Lighting,12,11,41.1,66.87,5.6857,1.6658,0.009471
Smart Meter,1,2,26.97,87.95,1.9177,1.9263,0.003694
Smart Lighting,12,16,23.67,32.3,5.1029,4.1473,0.021163
Smart Thermostat,18,9,29.2,61.8,2.6534,3.2993,0.008754
Wearable Device,5,15,33.57,49.69,0.2604,0.468,0.000122
Smart Lighting,15,12,22.38,51.27,6.7212,3.442,0.023134
Industrial Sensor,1,1,34.88,37.79,14.9247,0.3199,0.004774
Smart Lighting,7,13,16.39,77.76,4.6131,0.4021,0.001855
Smart Thermostat,16,14,16.33,53.97,2.4264,3.4357,0.008336
EV Charger,22,25,25.43,58.04,35.2053,2.5625,0.090214
EV Charger,1,25,24.54,41.33,49.0376,3.0147,0.147834
Edge Gateway,9,8,23.52,32.73,22.2072,3.1181,0.069244
Health Monitor,15,8,28.26,26.01,0.8544,6.1371,0.005244
Smart Camera,5,27,23.66,69.99,8.8184,1.7656,0.01557
Wearable Device,1,30,20.19,33.74,0.3761,2.3149,0.000871
Agricultural Sensor,1,12,23.36,68.31,3.3741,0.912,0.003077
Edge Gateway,12,1,41.32,47.33,29.3261,7.591,0.222614
Health Monitor,23,11,26.1,49.1,0.7853,1.7651,0.001386
EV Charger,14,8,27.01,52.84,59.0812,6.7175,0.396878
Industrial Sensor,1,10,30.57,45.74,14.7833,1.2435,0.018383
Agricultural Sensor,6,30,41.55,27.04,3.1477,0.4067,0.00128
Health Monitor,2,19,21.52,41.67,0.9727,2.2189,0.002158
Health Monitor,7,11,33.39,66.46,0.8293,0.1145,9.5e-05
Edge Gateway,22,7,34.33,66.6,32.1669,3.9048,0.125605
Agricultural Sensor,13,11,31.4,40.04,4.0476,1.6731,0.006772
Smart Meter,23,31,17.39,52.21,1.4715,2.0725,0.00305
Smart Camera,22,17,33.28,33.54,10.2135,7.8874,0.080558
Smart Meter,21,1,16.73,34.73,1.5701,3.8188,0.005996
Agricultural Sensor,6,26,31.1,21.61,3.0172,2.6733,0.008066
Smart Meter,20,29,34.97,82.77,1.7283,4.1615,0.007192
Smart Thermostat,6,21,20.7,34.75,2.8552,1.6569,0.004731
EV Charger,0,21,37.72,35.93,41.8971,3.0301,0.126952
Smart Thermostat,16,8,15.82,39.57,1.7621,7.1807,0.012653
Smart Lighting,8,23,37.78,28.92,7.4208,6.3578,0.04718
Smart Meter,20,24,27.43,64.75,1.5305,2.4904,0.003812
Smart Lighting,12,6,20.87,25.26,4.7023,4.4556,0.020952
Industrial Sensor,20,22,18.61,29.39,10.2073,1.9188,0.019586
Wearable Device,18,18,40.74,65.13,0.3121,3.6569,0.001141
Industrial Sensor,20,6,16.96,43.78,11.7406,3.9753,0.046672
Agricultural Sensor,18,5,20.38,69.56,2.3909,6.72,0.016067
Health Monitor,21,13,24.39,59.02,1.0466,7.2286,0.007565
EV Charger,16,19,31.75,37.92,54.079,3.4255,0.185248
Smart Meter,22,22,29.71,65.56,1.7136,0.2899,0.000497
Edge Gateway,22,8,18.39,28.14,22.3998,6.958,0.155858
Wearable Device,9,9,22.82,57.55,0.2978,1.5268,0.000455
Smart Camera,9,17,21.45,50.6,9.2555,5.0629,0.04686
Smart Camera,3,3,20.77,38.75,6.8641,0.1689,0.001159
Smart Camera,7,19,26.1,62.28,7.2688,1.3524,0.00983
Smart Meter,21,11,34.01,80.99,2.3466,7.9391,0.01863
Smart Camera,19,24,20.87,89.92,7.408,0.9455,0.007004
Smart Thermostat,19,17,24.9,62.54,2.4074,3.4972,0.008419
Wearable Device,17,21,25.55,48.33,0.3772,2.5765,0.000972
Smart Thermostat,13,19,41.36,35.76,3.0614,7.3002,0.022349
Health Monitor,17,2,40.78,38.0,0.8128,7.0178,0.005704
Wearable Device,13,31,36.6,53.56,0.363,2.0278,0.000736
Smart Thermostat,19,8,21.52,45.71,1.8428,0.7914,0.001458
Wearable Device,20,19,16.84,83.97,0.3375,5.1044,0.001723
Health Monitor,23,7,23.56,45.78,0.8153,1.1529,0.00094
Smart Lighting,14,28,22.2,46.14,7.2121,5.4595,0.039374
Smart Meter,21,27,28.66,46.85,2.3889,0.4037,0.000964
Smart Meter,3,17,36.0,78.56,2.4438,0.5115,0.00125
Smart Camera,12,6,38.17,65.56,11.5722,5.5723,0.064484
Industrial Sensor,22,19,37.81,62.99,13.31,1.8277,0.024327
Smart Camera,7,24,24.71,43.39,8.0766,2.8,0.022614
Agricultural Sensor,17,6,33.56,77.25,3.3844,0.6129,0.002074
Smart Thermostat,11,28,23.45,22.69,2.8436,1.8523,0.005267
Wearable Device,22,2,16.64,80.96,0.3623,8.0,0.002898
Industrial Sensor,13,6,33.94,55.89,10.8019,3.5713,0.038577
Health Monitor,1,23,15.27,47.88,0.9745,2.3114,0.002252
Agricultural Sensor,17,5,26.05,54.8,3.9265,1.593,0.006255
Health Monitor,23,19,23.89,66.72,1.0479,2.0172,0.002114
Smart Meter,1,20,33.72,20.89,2.3665,2.3845,0.005643
Smart Meter,10,4,35.69,81.01,1.7159,2.6344,0.00452
Smart Camera,8,22,23.21,51.27,6.7498,6.6983,0.045212
Smart Thermostat,11,26,36.91,44.01,2.1344,4.917,0.010495
Industrial Sensor,16,17,22.94,29.68,10.8161,3.2241,0.034872
EV Charger,14,11,27.05,50.76,50.0939,4.5554,0.228198
Agricultural Sensor,16,4,34.63,54.74,4.075,4.7064,0.019179
Agricultural Sensor,17,26,33.71,48.26,4.2444,1.4577,0.006187
Smart Camera,21,13,41.66,67.51,10.2088,3.3316,0.034012
Smart Meter,5,20,21.08,49.46,1.3092,1.1752,0.001539
Smart Camera,16,26,32.88,87.3,7.504,3.3171,0.024892
Wearable Device,22,17,31.46,61.95,0.2472,6.1628,0.001523
Industrial Sensor,23,9,39.71,76.52,12.296,1.6148,0.019856
Smart Thermostat,17,4,19.22,27.65,2.5117,7.5785,0.019035
Smart Lighting,7,23,35.3,47.81,4.8262,1.018,0.004913
Edge Gateway,8,28,30.34,43.58,24.2577,3.4341,0.083303
Edge Gateway,5,14,22.42,59.86,20.8396,2.5768,0.053699
Smart Camera,4,19,27.81,80.28,9.6659,1.8154,0.017547
Wearable Device,11,26,24.01,25.48,0.3024,4.4715,0.001352
Industrial Sensor,10,28,30.64,25.08,12.7322,0.5714,0.007275
EV Charger,0,3,39.0,79.52,47.7891,1.3496,0.064496
Edge Gateway,10,14,30.37,34.9,33.4824,2.2888,0.076635
Industrial Sensor,18,8,32.06,66.81,10.7602,8.0,0.086082
Smart Thermostat,8,24,29.01,58.0,2.6634,2.586,0.006888
Health Monitor,1,27,16.38,78.3,0.8979,2.885,0.00259
Wearable Device,11,28,21.29,28.76,0.3143,5.4922,0.001726
Smart Meter,3,1,28.28,29.08,2.3566,1.1673,0.002751
Industrial Sensor,3,10,23.38,58.98,11.4506,1.8076,0.020698
Smart Thermostat,17,18,19.91,86.25,2.4665,6.7902,0.016748
EV Charger,14,16,28.61,49.05,36.2503,7.1286,0.258414
Smart Lighting,18,8,23.72,42.89,6.5492,1.4171,0.009281
Smart Meter,12,1,21.97,62.47,1.6112,2.8326,0.004564
Smart Lighting,18,31,27.53,85.13,5.0652,2.7983,0.014174
EV Charger,16,12,18.6,78.58,46.1751,0.4822,0.022266
Smart Thermostat,5,8,40.05,89.68,2.8345,1.9804,0.005613
Edge Gateway,15,24,38.43,21.58,20.9252,6.9031,0.144449
Smart Lighting,23,16,34.11,27.9,7.2278,1.2958,0.009366
Smart Meter,11,18,17.87,62.66,1.9212,5.9963,0.01152
Smart Camera,18,4,35.95,77.44,7.6307,5.1088,0.038984
Agricultural Sensor,4,6,36.81,39.97,3.4467,1.2771,0.004402
Industrial Sensor,16,12,35.73,36.74,14.7346,1.2644,0.01863
Edge Gateway,22,27,18.08,75.09,25.3676,5.7537,0.145958
Smart Lighting,0,9,32.39,23.95,6.0538,2.7904,0.016893
Health Monitor,23,15,37.53,45.86,0.7907,2.2573,0.001785
Industrial Sensor,22,16,30.59,55.41,13.5683,0.2912,0.003951
Smart Camera,9,24,32.45,59.22,11.4129,1.8582,0.021207
EV Charger,14,12,27.38,71.0,51.7263,0.6989,0.036152
Agricultural Sensor,22,31,29.28,44.84,2.5598,4.6561,0.011919
Smart Thermostat,20,24,15.93,62.89,2.4112,6.1262,0.014771
Smart Camera,20,23,32.25,60.98,11.1502,1.0236,0.011413
Smart Camera,10,14,17.2,58.33,6.4865,6.7729,0.043932
EV Charger,12,13,26.75,64.83,60.0,4.5385,0.27231
Wearable Device,4,25,22.9,38.16,0.3857,2.2703,0.000876
EV Charger,0,31,29.73,25.93,36.1736,3.1596,0.114294
Wearable Device,23,2,18.6,28.35,0.3745,0.3544,0.000133
Wearable Device,11,3,33.67,35.72,0.2986,7.2697,0.002171
Edge Gateway,10,26,36.47,55.01,32.7513,1.1462,0.03754
Edge Gateway,16,24,19.41,78.83,23.9509,3.2544,0.077946
Smart Meter,3,30,17.82,69.09,1.7332,2.7805,0.004819
Smart Lighting,14,22,18.93,75.23,6.4757,7.3094,0.047333
Smart Lighting,8,10,38.68,44.57,7.6773,4.1503,0.031863
Smart Thermostat,20,9,29.26,48.33,1.9378,4.8434,0.009386
Smart Lighting,19,26,27.62,47.56,6.6228,5.7444,0.038044
Edge Gateway,18,20,17.88,33.43,20.4605,6.7288,0.137675
Smart Meter,18,8,32.54,24.29,1.7628,1.1099,0.001957
Smart Meter,11,10,38.44,61.36,1.8159,6.5495,0.011893
Wearable Device,4,19,37.36,89.25,0.3239,1.6108,0.000522
EV Charger,9,3,31.9,31.68,43.6057,3.7099,0.161773
Smart Thermostat,16,24,17.03,23.27,1.9244,3.4988,0.006733
Wearable Device,4,5,18.03,74.57,0.2387,1.6991,0.000406
EV Charger,21,3,16.33,37.68,32.6308,7.6159,0.248513
Smart Lighting,15,26,21.95,78.08,6.0056,4.4808,0.02691
Wearable Device,6,27,18.66,69.28,0.3783,3.102,0.001173
Industrial Sensor,8,16,22.02,86.2,9.5389,1.5743,0.015017
Smart Lighting,2,17,25.4,48.62,7.8038,2.3783,0.01856
EV Charger,14,15,40.46,66.34,56.887,6.5667,0.37356
Smart Thermostat,15,3,31.48,52.54,2.8805,5.5151,0.015886
EV Charger,17,12,37.54,64.14,53.6134,4.9447,0.265102
Wearable Device,13,9,34.18,51.47,0.3854,4.612,0.001777
Wearable Device,2,21,18.04,33.2,0.2321,2.8105,0.000652
Smart Camera,11,12,34.87,55.55,9.2567,6.641,0.061474
Smart Thermostat,8,26,22.43,57.0,2.8393,1.1161,0.003169
Health Monitor,6,15,32.26,76.74,0.9005,2.7715,0.002496
Smart Lighting,8,2,24.21,71.49,7.3559,3.4211,0.025165
Smart Meter,12,23,41.94,66.47,1.5276,2.1542,0.003291
